104;steamer "Kutsang,";0.0000;0.0000;1
105;steamer "Kwangchi";0.0000;0.0000;2
106;steamer "Kwongsang";0.0000;0.0000;2
107;steamer "Lyeemoon,";0.0000;0.0000;1
108;steamer "Meifoo,";0.0000;0.0000;2
109;steamer "Nanyang,";0.0000;0.0000;1
110;steamer "Pasig";0.0000;0.0000;1
111;steamer "Peiyang,";0.0000;0.0000;1
112;steamer "Phra Chom Klao,";0.0000;0.0000;1
113;steamer "Poo-chi,";0.0000;0.0000;1
114;steamer "Powan,";0.0000;0.0000;1
115;steamer "Rajah Brooke,";0.0000;0.0000;1
116;steamer "Siam,";0.0000;0.0000;1
117;steamer "Sungkiang,;0.0000;0.0000;1
118;steamer "Tai On,";0.0000;0.0000;2
119;steamer "Thales,";0.0000;0.0000;1
120;steamer "Tigris,";0.0000;0.0000;1
121;steamer "Too-nan,";0.0000;0.0000;1
122;steamer "Wingsang,";0.0000;0.0000;1
123;steamer "Yiksang,";0.0000;0.0000;1
124;steamer "Yuensang";0.0000;0.0000;2
125;steamer "Yung-ching,";0.0000;0.0000;2
126;steamer "Zafiro,";0.0000;0.0000;2
127;steamer “ Chw’n-shan,”;0.0000;0.0000;2
128;steamer “Memnon,";0.0000;0.0000;1
129;steamer “Si Shan,”;0.0000;0.0000;1
130;steamer “Y-;0.0000;0.0000;1
131;Æolus;0.0000;0.0000;9
132;TOTAL;0.0000;0.0000;524
