French cruiser "Descartes"	Descartes	French cruiser "Descartes"
French cruiser "Duguay-Trouin"	Duguay-Trouin	French cruiser "Duguay-Trouin"	French cruiser “ Duguay-Trouin ”	French cruiser  Duguay-Trouin ”	French cruiser "Duguay-Trouin"	French cruiser, "Duguay-Trouin"	French cruiser "Duguay Trouin"	French cruiser " Duguay-Trouin ”
French cruiser "Isly"	Isly	French cruiser "Isly"	French cruiser “Isly ”	Isly
French cruiser "Jean-Bart"	Jean-Bart	French cruiser "Jean-Bart"	French cruiser "Jean Bart"	French cruiser "Jean Bart,"
French cruiser, "Pascal"	Pascal	French cruiser, "Pascal"	French cruiser "Pascal"
French flagship "Vauban"	Vauban	French flagship "Vauban"
French gunboat "Aspic"	Aspic	French gunboat "Aspic"
French gunboat "Caravane"	Caravane	French gunboat "Caravane"	French gunboat, "Caravane"
French gunboat "Comète"	Comète	French gunboat "Comète"
French gunboat "Inconstant"	Inconstant	French gunboat "Inconstant"	French gunboat “Inconstant”
French gunboat "Lion"	Lion	French gunboat "Lion"	French gunboat “Lion”	French gunboat “Lion”	French gunboat "Lion"	French gunboat “ Lion ”
French gunboat "Lion’	Lion’	French gunboat "Lion’
French gunboat "Lutin"	Lutin	French gunboat "Lutin"	French gunboat, "Lutin"
French gunboat "Surprise"	Surprise	French gunboat "Surprise"
French steamer "Hanoi,"	French  Hanoi	French steamer "Hanoi,"
German steamer "Hohenzollern,"	German  Hohenzollern	German steamer "Hohenzollern,"
H, I. German M’s flagshinp "Kaiser"	Kaiser	H, I. German M’s flagshinp "Kaiser"	H. I. G. M. flagship "Kaiser"	H. I. G. M’s. flagship "Kaiser"	H. I. German flagship "Kaiser"	H. I. German M. flagship "Kaiser"	H. I. German M.'s flagship "Kaiser"	H. I. German M's. flag ship "Kaiser"	H. I. German M's. flagship "Kaiser"	H. I. German M’s flagship "Kaiser"	H. I. German M’s. flagship "Kaiser"	H. I. German M’s. flagship “Kaiser”	H.I. German M. flagship "Kaiser"	H.I.G.M. flagship "Kaiser"	H.I.G.M.S. "Kaiser"	H. I. German M. S. "Kaiser"	H.I.G.M.S. “Kaiser”	H.I.G.M.S "Kaiser"	H.l.G.M.S. "Kaiser"	H. I. German M.’s flagship "Kaiser"	S. “ Kaiser	H.I.G.M.S. “ Kaiser”
H. B. M		H. B. M	H. B. M. S. “	H.B.M.S. “
H. B. M. S "Pigmy"	Pigmy	H. B. M. S "Pigmy"	H. B. M. S. "Pigmy"	H.B.M. gunboat "Pigmy"	H.B.M.S. "Pigmy"	H.B.M. gunboat "Pigmy"
H. B. M. S. "Daphne"	Daphne	H. B. M. S. "Daphne"	H.B.M.S. "Daphne"
H. B. M. S. "Esk"	Esk	H. B. M. S. "Esk"	H. B. M. S. “Esk”	H.B.M.S. "Esk"	H.B.M. gunboat "Esk"
H. B. M. S. "Firebrand"	Firebrand	H. B. M. S. "Firebrand"	H.B.M. gunboat "Firebrand"	H.B.M.S. "Firebrand"
H. B. M. S. "Humber"	Humber	H. B. M. S. "Humber"	H.B.M.S. "Humber"
H. B. M. S. "Linnet"	Linnet	H. B. M. S. "Linnet"	H. B. M. S. “ Linnet ”	H.B.M. cruiser "Linnet"	H.B.M.S. "Linnet"	H.B.M. gunvessel "Linnet"
H. B. M. S. "Narcissus"	Narcissus	H. B. M. S. "Narcissus"	H.B.M.S. "Narcissus"	H.B.M. cruiser "Narcissus"	H.B.M.S. “Narcissus”	H.B.M’s cruiser "Narcissus"
H. B. M. S. "Peacock"	Peacock	H. B. M. S. "Peacock"	H.B.M.S. "Peacock"	Peacock	H.B.M. gunboat "Peacock"	H.B.M.S. “Peacock	H.B.M.S. "Peacock"
H. B. M. S. "Phœnix"	Phœnix	H. B. M. S. "Phœnix"	H.B.M.S. "Phœnix"
H. B. M. S. "Pique"	Pique	H. B. M. S. "Pique"	H.B.M.S. "Pique"	H.B.M.S. “ Pique ”
H. B. M. S. "Plover"	Plover	H. B. M. S. "Plover"	H.B.M.S. "Plover"	H.M.S. "Plover"	H.B.M.S. "Plover"	H.B.M. gunboat “Plover”	H.B.M. gunboat "Plover"
H. B. M. S. "Porpoise"	Porpoise	H. B. M. S. "Porpoise"	H. B. M. S. “Porpoise”	H.B.M.S. "Porpoise"	H.B.M.S. “Porpoise”	Porpoise
H. B. M. S. "Rainbow"	Rainbow	H. B. M. S. "Rainbow"	H.B.M.S. "Rainbow"	H.B.M.S. “ Rainbow ”	Rainbow
H. B. M. S. "Rattler"	Rattler	H. B. M. S. "Rattler"	H.B.M. cruiser "Rattler"	H.B.M.S. "Rattler"	H.B.M.S. "Rattler"	H.B.M. gunboat "Rattler"	H.B.M.S. “Rattler ”
H. B. M. S. "Redpole"	Redpole	H. B. M. S. "Redpole"	H.B. M. S. “Redpole”	H.B.M.S. "Redpole"	Redpole	H.B.M.S. gunboat "Redpole"	H.B.M. gunboat "Redpole"	H.B..M. gunboat "Redpole"
H. B. M. S. "Spartan"	Spartan	H. B. M. S. "Spartan"	H. B. M. S. “ Spartan ”	H.B.M.S. "Spartan"	Spartan
H. B. M. S. "Swift"	Swift	H. B. M. S. "Swift"	H.B.M.S. "Swift"	H.B.M.S., "Swift"
H. B. M. S. "Undaunted"	Undaunted	H. B. M. S. "Undaunted"	H. B. M. S. “Undaunted”	H.B.M.S. "Undaunted"	H.B.M.S. “Undaunted”	Undaunted	H.B.M.S. "Undaunted"	H.B.M.S. “Undaunted”	H.B.M.S. “ Undaunted”	H.B.M.S., "Undaunted"	H.B.M.S. “ Undaunted ”
H. B. M. S. "Victor Emanuel"	Victor Emanuel	H. B. M. S. "Victor Emanuel"	H.B.M.S. "Victor Emanuel"
H. B. M. S. “ ltedpole ”	ltedpole	H. B. M. S. “ ltedpole ”
H. B. M. despatch vessel "Alacrity"	Alacrity	H. B. M. despatch vessel "Alacrity"	H. B. M. S. "Alacrity"	H. B. M. S. “ Alacrity ”	H. B. M. S. despatch vessel "Alacrity"	H. M. S. despatch vessel "Alacrity"	H.B.M.S. "Alacrity"	H.B.M.S., "Alacrity"
H. B. M. gunboat, "Firebrand"	gun Firebrand	H. B. M. gunboat, "Firebrand"
H. B. M’s torpedo boat destroyer "Handy"	Handy	H. B. M’s torpedo boat destroyer "Handy"	Torpedo Boat Destroyer "Handy"	H.B.M. torpedo boat destroyer "Handy"	H.B.M.’s torpedo boat destroyer "Handy"
H. I. G. M. gunboat "Iltis"	Iltis	H. I. G. M. gunboat "Iltis"	H. I. German M. gunboat "Iltis"	H. I. German M’s. gunboat, "Iltis"
H. I. German M. S. "Cormoran"	Cormoran	H. I. German M. S. "Cormoran"	H. I. German M.S. "Cormoran"	H.I. German M.S. "Cormoran"	H.I.G.M.S. "Cormoran"	H.I.G.S. "Cormoran"
H. I. German M. S. "Irene"	Irene	H. I. German M. S. "Irene"	H. I. German M. S. “ Irene ”	H. I. German M.S. "Irene"	H.I. German M.S. "Irene"	Irene	steamer "Irene"	H.I.G.M.S. "Irene"	H. I. G. M. S. "Irene"	steamer "Irene,"	H.I. German M.S. "Irene"
H. I. German M. S. "Prinzess Wilhelm"	Prinzess Wilhelm	H. I. German M. S. "Prinzess Wilhelm"	H. I. German M. S. “ Prinzess Wilhelm ”	H. I. German M. S. “Prinzess Wilhelm ”	H. I. German M. S. “Prinzess Wilhelm”	H.I. German M. S. "Prinzess Wilhelm"	Prinzess Wilhelm	H.I.G.M.S. "Prinzess Wilhelm"	H. I. G. M. S. "Prinzess Wilhelm"	H.I.G.M.S. “Prinzess Welhelm	H.I.G.M.S. "Princess Wilhelm"
H. I. German M. gunboat "lltis"	lltis	H. I. German M. gunboat "lltis"
H.B.M. Receiving Ship "Tamar"	Receiving Ship Tamar	H.B.M. Receiving Ship "Tamar"
H.B.M. torpedo boat destroyer "Fame"	Fame	H.B.M. torpedo boat destroyer "Fame"	H.B.M.S. torpedo destroyer "Fame"
H.B.M.S. "Algerine"	Algerine	H.B.M.S. "Algerine"
H.B.M.S. "Barfleur"	Barfleur	H.B.M.S. "Barfleur"	H.B.M.S. “ Barfleur”	H.B.M.S. "Barflenr"	H. B. M. S. "Barfleur"	Barfleur”	H.B.M.S. “Barfleur”	H.B.M.S. “ Barfleur ”
H.B.M.S. "Bonaventure"	Bonaventure	H.B.M.S. "Bonaventure"	H.B.M.S. “ Bonaventure ”	H.B.M.S. “ Bonaventure	H.B.M.S. “Bonaventure ”
H.B.M.S. "Grafton"	Grafton	H.B.M.S. "Grafton"	H.B.M.S. “Grafton”
H.B.M.S. "Hermione"	Hermione	H.B.M.S. "Hermione"	H.B.M.S., "Hermione"
H.B.M.S. "Iphigenia"	Iphigenia	H.B.M.S. "Iphigenia"	H. B. M.'s cruiser "Iphigenia"
H.B.M.S. "Phoenix"	Phoenix	H.B.M.S. "Phoenix"
H.B.M.S. "Powerful"	Powerful	H.B.M.S. "Powerful"	H. B. M. S. "Powerful"	H.B.M.S. “Powerful”	H.B.M.S "Powerful"
H.B.M.S. "Victorious"	Victorious	H.B.M.S. "Victorious"	H.B.M,S. "Victorious"	H.B.M.S. “Victorious”	H.M.B.S. "Victorious"	H.B.M.S. "Victorious,"	H.B.M.S., "Victorious."
H.B.M.S. "Whiting"	Whiting	H.B.M.S. "Whiting"	H. B. M. S. torpedo boat destroyer "Whiting"
H.B.M.S. "lphigeina"	lphigeina	H.B.M.S. "lphigeina"
H.B.M.S. ''Centurion"	''Centurion	H.B.M.S. ''Centurion"
H.B.M.S. “ Immortalité ”	Immortalité	H.B.M.S. “ Immortalité ”	H.B.M.S. "Immortalité"	H.B.M.S. "Immortalite"	H.M.B.S. "Immortalité"	H.B.M.S. "Immortalié,"
H.B.M.S. “Grafton ’	Grafton ’	H.B.M.S. “Grafton ’
H.E.M.S. “	H.E.M.	H.E.M.S. “
H.I.G.M.S. "Deutschland"	Deutschland	H.I.G.M.S. "Deutschland"	H.l.G.M.S. "Deutschland"	H.I.G.M.S. “ Deutschland”
H.I.G.M.S. "Gefion"	Gefion	H.I.G.M.S. "Gefion"
H.I.G.M.S. "Geifon"	Geifon	H.I.G.M.S. "Geifon"
H.I.M.S. “Kaiserin Augusta”	Kaiserin Augusta	H.I.M.S. “Kaiserin Augusta”	H.I.G.M.S. "Kaiserin Augusta"	H. I. German M. S. "Kaiserin Augusta"	H.I.G.M.S. “ Kaiserin Augusta ”	H.I.M.G.S. "Kaiserin Augusta"	H. I. G. M. S., "Kaiserin Augusta"	H.I.G.M.S. “Kaiserin Augusta”	H.l.G.M.S. “ Kaiserin Augusta ”
Hutchison	Hutchison	Hutchison
I. German M. S. “ Arcona”	I. German M.  Arcona	I. German M. S. “ Arcona”
Indo-China steamer "Wosang,"	Indo-China  Wosang	Indo-China steamer "Wosang,"
M. M. steamer "Tamise,"	Tamise	M. M. steamer "Tamise,"	steamer "Tamise,"	M. M. steamer "Tamise,"
M. M. steamer “ Aréthuse," Saigon and Haiphong	Aréthuse Saigon and Haiphong	M. M. steamer “ Aréthuse," Saigon and Haiphong
Messageries Mar. steamer "Tibre,"	Messageries Mar.  Tibre	Messageries Mar. steamer "Tibre,"
Messageries Maritimes steamer "Eridan,"	Messageries Maritimes  Eridan	Messageries Maritimes steamer "Eridan,"	Messageries Maritimes str. "Eridan,"
Messageries Maritimes steamer "Tibre,"	Messageries Maritimes  Tibre	Messageries Maritimes steamer "Tibre,"
Messageries Maritimes. steamer "Tamise,"	Messageries Maritimes.  Tamise	Messageries Maritimes. steamer "Tamise,"
Monocacy	Monocacy	Monocacy	U.S. gunboat "Monocacy"	U.S. gunvessel, "Monocacy"	U.S.S. "Monocacy"	U.S.A. cruiser "Monocacy"	U. S. A. cruiser "Monocacy"
Olympia	Olympia	Olympia	U. S. A. flagship "Olympia"	U. S. flagship "Olympia"	U. S. S. "Olympia"	U.S. flagship "Olympia"	U.S. flagship “ Olympia "	U.S. flagship “ Olympia ”	U.S. flagship “Olympia	U.S.A. flagship "Olympia"	U.S.A. flagship “ Olympia	U.S. flagship "Olympia"	U. S. A. flagship "Olympia"	U.S.A. flagship “Olympia”	U.S.A. Flagship "Olympia"
P. & O. S. N. Co. steamer “ Rohilla,”	P. & O. N. Co.   Rohilla	P. & O. S. N. Co. steamer “ Rohilla,”
P. & O. S. N. Co.'s "Verona,"	Verona	P. & O. S. N. Co.'s "Verona,"
P. & O. S. N. Co.'s steamer "Ancona"	Ancona	P. & O. S. N. Co.'s steamer "Ancona"	steamer "Ancona,"
Peiyang ” Ghina coast	Peiyang  Ghina coast	Peiyang ” Ghina coast
Petrel	Petrel	Petrel	U. S. A. gunvessel "Petrel"	U. S. S. Petrel	U.S. gunvessel "Petrel"	U.S.A. cruiser "Petrel"	U.S.S. "Petrel"	U.S.A. gunboat "Petrel"
Russian battleship "Sissoi Veliky"	Sissoi Veliky	Russian battleship "Sissoi Veliky"
Russian battleship “ Navarin	Navarin	Russian battleship “ Navarin	Russian battleship "Navarin"
Russian cruiser "Admiral Nahimoff"	Admiral Nahimoff	Russian cruiser "Admiral Nahimoff"
Russian cruiser "Dmitry-Donskoy"	Dmitry-Donskoy	Russian cruiser "Dmitry-Donskoy"	Russian cruiser, "Dmitry-Donskoy"	Russian cruiser "Dmitry-Douskoy"	Russian cruiser "Dmitry-Donskoy"
Russian cruiser "Kreyser"	Kreyser	Russian cruiser "Kreyser"
Russian cruiser "Pamiat Azova"	Pamiat Azova	Russian cruiser "Pamiat Azova"	Russian cruiser “ Pamiat-Azova”	Russian cruiser "Pamiat Azova"
Russian cruiser "Rurik"	Rurik	Russian cruiser "Rurik"	Russian cruiser "Rurik"
Russian cruiser "Vladimir Monomah"	Vladimir Monomah	Russian cruiser "Vladimir Monomah"	Vladimir Monomah	Russian cruiser "Vladimir Monomakh"
Russian cruiser "Zabiaka"	Zabiaka	Russian cruiser "Zabiaka"	Russian cruiser, "Zabiaka"	Russian gunboat "Zabiaca"	Russian gunboat, "Zabiaka"
Russian cruiser “ Gaidamak ”	Gaidamak	Russian cruiser “ Gaidamak ”	Russian torpedo cruiser, "Gaidamak"
Russian cruiser, "Admiral Kormiloff"	Admiral Kormiloff	Russian cruiser, "Admiral Kormiloff"	Russian cruiser, "Admiral Korniloff"	Russian cruiser "Admiral Korniloff"
Russian flagship "Rossia"	Russian  Rossia	Russian flagship "Rossia"
Russian gun vessel "Gremiatshy"	Gremiatshy	Russian gun vessel "Gremiatshy"	Russian gunvessel “ Gremiatshy ”
Russian gun vessel "Otvajny"	Otvajny	Russian gun vessel "Otvajny"	Russian gunvessel "Otvajny"	Russian gunboat, "Otvajny"
Russian gun-vessel, "Mandjour"	Mandjour	Russian gun-vessel, "Mandjour"	Russian gunvessel "Mandjour"	Russian gunboat "Mandjour"
Russian gunboat "Bohr"	Bohr	Russian gunboat "Bohr"
Russian gunboat "Gremiastchy"	Gremiastchy	Russian gunboat "Gremiastchy"
Russian gunvessel "Bobr"	Bobr	Russian gunvessel "Bobr"	Russian gunvessel "Bobr"
Russian gunvessel "Groziastchy"	Groziastchy	Russian gunvessel "Groziastchy"
Russian gunvessel "Koreyetz"	Koreyetz	Russian gunvessel "Koreyetz"	Russian gunboat, "Koreyetz"
Russian gunvessel "Sivoutch"	Sivoutch	Russian gunvessel "Sivoutch"	gunboat "Sivoutch,"	Russian gunboat "Sivoutch"
Russian torpedo cruiser “ Vsadnik ”	Vsadnik	Russian torpedo cruiser “ Vsadnik ”
Russian torpedo cruiser, "Usadenik"	Usadenik	Russian torpedo cruiser, "Usadenik"
Russian traming ship, Razboijnik	Razboijnik	Russian traming ship, Razboijnik
U. S. A. Squadron in Asia	Squadron in Asia	U. S. A. Squadron in Asia	U.S. Squadron in Asia
U. S. A. refrigerating ship, "Culgoa"	Culgoa	U. S. A. refrigerating ship, "Culgoa"	U.S.A. refrigerating ship "Culgoa"
U. S. Squadron in Asia	U. Squadron in Asia	U. S. Squadron in Asia
U. S. cruiser "Detroit"	Detroit	U. S. cruiser "Detroit"	U.S. cruiser "Detroit"	U.S. cruiser “Detroit”	U.S.A. cruiser "Detroit"
U. S. cruiser "Yorktown"	Yorktown	U. S. cruiser "Yorktown"	U.S. cruiser "Yorktown"	U.S. cruiser “Yorktown”
U. S. gunboat "Machias"	Machias	U. S. gunboat "Machias"	U.S. gunboat "Machias"	U.S. gunboat “ Machias ”
U.S.A "Charleston"	U.S.A Charleston	U.S.A "Charleston"
U.S.A. collier, "Nanshan"	collier Nanshan	U.S.A. collier, "Nanshan"
U.S.A. cruiser "Boston"	Boston	U.S.A. cruiser "Boston"	U.S.A. cruiser “ Boston ”	U.S.A. cruiser, "Boston"	U. S. A. cruiser “Boston”
U.S.A. cruiser “Baltimore”	Baltimore	U.S.A. cruiser “Baltimore”	U.S.A. cruiser "Baltimore"	U.S.A. cruiser, "Baltimore"
U.S.A. gunboat "Callao"	Callao	U.S.A. gunboat "Callao"
U.S.A. gunboat "Manila"	Manila	U.S.A. gunboat "Manila"	U.S.A. gunboat, "Manila"
U.S.A. monitor "Monadnock"	monitor Monadnock	U.S.A. monitor "Monadnock"	U. S. A. monitor "Monadnock"	U.S.A. monitor "Monadnook"	U.S.A. Monitor “ Monadnock	U.S.A. monitor, "Monadnock"
U.S.A. monitor "Monterey"	monitor Monterey	U.S.A. monitor "Monterey"	U.S.A. monitor “Monterey”
gun-boat, "Koreyetz," Russian Pacific Squadron	gun- Koreyetz Russian Pacific Squadron	gun-boat, "Koreyetz," Russian Pacific Squadron
gun-vessel "Otvajny," Russian Pacific Squadron	Otvajny Russian Pacific Squadron	gun-vessel "Otvajny," Russian Pacific Squadron
steamer "Amara,"	Amara	steamer "Amara,"
steamer "Ask,"	Ask	steamer "Ask,"	steamer “Ask,”
steamer "Canton,"	Canton	steamer "Canton,"
steamer "Changwo"	Changwo	steamer "Changwo"	steamer “Changwo,”
steamer "Chi-yuen"	Chi-yuen	steamer "Chi-yuen"	steamer "Chiyuen,"
steamer "Chowfa"	Chowfa	steamer "Chowfa"	steamer "Chowfa"
steamer "Choysang,"	Choysang	steamer "Choysang,"	steamer "Choysang,"
steamer "Chunsang"	Chunsang	steamer "Chunsang"
steamer "Deucalion,"	Deucalion	steamer "Deucalion,"
steamer "Devawongse,"	Devawongse	steamer "Devawongse,"
steamer "Diamante"	Diamante	steamer "Diamante"
steamer "Esang,"	Esang	steamer "Esang,"	steamer "Esang,"
steamer "Esmeralda,"	Esmeralda	steamer "Esmeralda,"
steamer "Fatshan,"	Fatshan	steamer "Fatshan,"	steamer "Fatshan,"
steamer "Feiching"	Feiching	steamer "Feiching"
steamer "Fooksang,"	Fooksang	steamer "Fooksang,"
steamer "Formosa,"	Formosa	steamer "Formosa,"
steamer "Frejr,"	Frejr	steamer "Frejr,"
steamer "Fungshun,"	Fungshun	steamer "Fungshun,"
steamer "Hae-shin"	Hae-shin	steamer "Hae-shin"
steamer "Hae-ting,"	Hae-ting	steamer "Hae-ting,"	steamer "Haeting,"	steamer "Haeting,"
steamer "Haean,"	Haean	steamer "Haean,"	steamer "Haean,"
steamer "Hailan,"	Hailan	steamer "Hailan,"
steamer "Hailoong"	Hailoong	steamer "Hailoong"
steamer "Haiphong,"	Haiphong	steamer "Haiphong,"
steamer "Hanoi,"	Hanoi	steamer "Hanoi,"
steamer "Hecuba,"	Hecuba	steamer "Hecuba,"
steamer "Heungshan,"	Heungshan	steamer "Heungshan,"	steamer "Heungshan"
steamer "Hinsang,"	Hinsang	steamer "Hinsang,"	steamer “ Hensang,”
steamer "Hohenzollern,"	Hohenzollern	steamer "Hohenzollern,"	German str. "Hohenzollern,"
steamer "Hoihow,"	Hoihow	steamer "Hoihow,"	steamer "Hoihow"
steamer "Hongkong,"	Hongkong	steamer "Hongkong,"	steamer "Hongkong,"
steamer "Hsin-chi,"	Hsin-chi	steamer "Hsin-chi,"
steamer "Hsin-fung"	Hsin-fung	steamer "Hsin-fung"
steamer "Hsin-yu,"	Hsin-yu	steamer "Hsin-yu,"	steamer "Hsin-yü,"
steamer "Hue,"	Hue	steamer "Hue,"
steamer "Hué,"	Hué	steamer "Hué,"
steamer "Hydra,"	Hydra	steamer "Hydra,"
steamer "Keongwai,"	Keongwai	steamer "Keongwai,"
steamer "Kiang-foo	Kiang-foo	steamer "Kiang-foo	“ Kiang-foo,”
steamer "Kiang-kwan"	Kiang-kwan	steamer "Kiang-kwan"	steamer "Kiangkwan,"	steamer "Kiangkwan,"
steamer "Kiang-teen,"	Kiang-teen	steamer "Kiang-teen,"	steamer "Kiangteen,"	steamer "Kiangteen,"	steamer "Kiang-teen,"
steamer "Kiang-tung,"	Kiang-tung	steamer "Kiang-tung,"
steamer "Kiang-yu"	Kiang-yu	steamer "Kiang-yu"
steamer "Kong Beng,"	Kong Beng	steamer "Kong Beng,"
steamer "Kongnam"	Kongnam	steamer "Kongnam"
steamer "Kungping,"	Kungping	steamer "Kungping,"	steamer "Kungping,"
steamer "Kutsang,"	Kutsang	steamer "Kutsang,"
steamer "Kwangchi"	Kwangchi	steamer "Kwangchi"	steamer “ Kwang-chi,”	steamer "Kwangchi"
steamer "Kwongsang"	Kwongsang	steamer "Kwongsang"	steamer “Kwongsang,”
steamer "Lienshing,"	Lienshing	steamer "Lienshing,"	steamer "Lienshing"
steamer "Lightning,"	Lightning	steamer "Lightning,"
steamer "Loongmoon,"	Loongmoon	steamer "Loongmoon,"
steamer "Loongsang,”	Loongsang	steamer "Loongsang,”
steamer "Loosok"	Loosok	steamer "Loosok"
steamer "Lyeemoon,"	Lyeemoon	steamer "Lyeemoon,"
steamer "Mausang,"	Mausang	steamer "Mausang,"	steamer "Fausang,"
steamer "Meifoo,"	Meifoo	steamer "Meifoo,"	steamer "Meifoo"
steamer "Mongkut"	Mongkut	steamer "Mongkut"
steamer "Nanyang,"	Nanyang	steamer "Nanyang,"
steamer "Pakshan"	Pakshan	steamer "Pakshan"
steamer "Pasig"	Pasig	steamer "Pasig"
steamer "Pechili,"	Pechili	steamer "Pechili,"
steamer "Peiyang,"	Peiyang	steamer "Peiyang,"	steamer "Peiyang"
steamer "Phra Chom Klao,"	Phra Chom Klao	steamer "Phra Chom Klao,"
steamer "Poo-chi,"	Poo-chi	steamer "Poo-chi,"
steamer "Powan,"	Powan	steamer "Powan,"	steamer "Powan,"
steamer "Rajah Brooke,"	Rajah Brooke	steamer "Rajah Brooke,"
steamer "Siam,"	Siam	steamer "Siam,"	steamer "Siam"
steamer "Sungkiang,	Sungkiang	steamer "Sungkiang,	steamer "Sungkiang"	steamer "Lungkiang,"
steamer "Tai On,"	Tai On	steamer "Tai On,"
steamer "Taichiow"	Taichiow	steamer "Taichiow"
steamer "Taion,"	Taion	steamer "Taion,"
steamer "Taisang,"	Taisang	steamer "Taisang,"
steamer "Thales,"	Thales	steamer "Thales,"
steamer "Tibre,"	Tibre	steamer "Tibre,"
steamer "Tigris,"	Tigris	steamer "Tigris,"
steamer "Too-nan,"	Too-nan	steamer "Too-nan,"
steamer "Wingsang,"	Wingsang	steamer "Wingsang,"
steamer "Wosang,"	Wosang	steamer "Wosang,"
steamer "Yiksang,"	Yiksang	steamer "Yiksang,"
steamer "Yuensang"	Yuensang	steamer "Yuensang"	steamer "Yuensang"
steamer "Yuenwo,"	Yuenwo	steamer "Yuenwo,"
steamer "Yung-ching,"	Yung-ching	steamer "Yung-ching,"	steamer "Yungching,"
steamer "Zafiro,"	Zafiro	steamer "Zafiro,"	steamer "Zafiro"
steamer “ Chelydra,”	Chelydra	steamer “ Chelydra,”
steamer “ Chw’n-shan,”	Chw’n-shan	steamer “ Chw’n-shan,”	steamer “ Chw’n-shan,”	steamer "Chw'n-shan,"
steamer “ Kwang-lee,”	Kwang-lee	steamer “ Kwang-lee,”
steamer “Chw’n Shan,”	Chw’n Shan	steamer “Chw’n Shan,”
steamer “El Dorado,”	El Dorado	steamer “El Dorado,”
steamer “Lungshan,”	Lungshan	steamer “Lungshan,”
steamer “Memnon,"	Memnon	steamer “Memnon,"
steamer “Si Shan,”	Si Shan	steamer “Si Shan,”
steamer “Y-	Y-	steamer “Y-
str. "Phra Chula Chom Klao,"	str. Phra Chula Chom Klao	str. "Phra Chula Chom Klao,"
torpedo boat destroyer, "Hart"	Hart	torpedo boat destroyer, "Hart"	H.B.M.S. torpedo boat destroyer "Hart"	H. B. M.'s torpedo boat destroyer "Hart"	H.B.M. torpedo boat destroyer, "Hart"
Æolus	Æolus	Æolus	H. B. M. S. "Æolus"	H.B.M.S. "Æolus"
