91;steamer "Deucalion,";0.0000;0.0000;1
92;steamer "Devawongse,";0.0000;0.0000;1
93;steamer "Diamante";0.0000;0.0000;1
94;steamer "Esang,";0.0000;0.0000;1
95;steamer "Fatshan,";0.0000;0.0000;1
96;steamer "Feiching";0.0000;0.0000;1
97;steamer "Fungshun,";0.0000;0.0000;1
98;steamer "Hae-ting,";0.0000;0.0000;2
99;steamer "Haean,";0.0000;0.0000;1
100;steamer "Hailan,";0.0000;0.0000;2
101;steamer "Hanoi,";0.0000;0.0000;3
102;steamer "Heungshan,";0.0000;0.0000;1
103;steamer "Hinsang,";0.0000;0.0000;2
104;steamer "Hohenzollern,";0.0000;0.0000;4
105;steamer "Hoihow,";0.0000;0.0000;2
106;steamer "Hongkong,";0.0000;0.0000;1
107;steamer "Hsin-chi,";0.0000;0.0000;1
108;steamer "Hue,";0.0000;0.0000;2
109;steamer "Kiang-foo;0.0000;0.0000;1
110;steamer "Kiang-kwan";0.0000;0.0000;1
111;steamer "Kiang-teen,";0.0000;0.0000;2
112;steamer "Kiang-yu";0.0000;0.0000;1
113;steamer "Kong Beng,";0.0000;0.0000;1
114;steamer "Kongnam";0.0000;0.0000;1
115;steamer "Kungping,";0.0000;0.0000;1
116;steamer "Kwangchi";0.0000;0.0000;1
117;steamer "Lienshing,";0.0000;0.0000;2
118;steamer "Lightning,";0.0000;0.0000;3
119;steamer "Loongmoon,";0.0000;0.0000;1
120;steamer "Loongsang,”;0.0000;0.0000;1
121;steamer "Loosok";0.0000;0.0000;1
122;steamer "Mausang,";0.0000;0.0000;3
123;steamer "Mongkut";0.0000;0.0000;1
124;steamer "Pakshan";0.0000;0.0000;1
125;steamer "Pechili,";0.0000;0.0000;1
126;steamer "Peiyang,";0.0000;0.0000;1
127;steamer "Phra Chom Klao,";0.0000;0.0000;1
128;steamer "Powan,";0.0000;0.0000;1
129;steamer "Siam,";0.0000;0.0000;1
130;steamer "Sungkiang,;0.0000;0.0000;2
131;steamer "Taichiow";0.0000;0.0000;1
132;steamer "Taion,";0.0000;0.0000;1
133;steamer "Taisang,";0.0000;0.0000;1
134;steamer "Yuensang";0.0000;0.0000;1
135;steamer "Yuenwo,";0.0000;0.0000;1
136;steamer “ Chelydra,”;0.0000;0.0000;1
137;steamer “ Chw’n-shan,”;0.0000;0.0000;2
138;steamer “ Kwang-lee,”;0.0000;0.0000;1
139;steamer “El Dorado,”;0.0000;0.0000;1
140;steamer “Lungshan,”;0.0000;0.0000;1
141;torpedo boat destroyer, "Hart";0.0000;0.0000;4
142;TOTAL;0.0000;0.0000;741
