1;Archer;0.0000;0.0000;8
2;Arcona;0.0000;0.0000;9
3;Centurion;0.0000;0.0000;38
4;Charleston;0.0000;0.0000;11
5;Concord;0.0000;0.0000;8
6;French cruiser "Duguay-Trouin";0.0000;0.0000;11
7;French cruiser "Jean-Bart";0.0000;0.0000;9
8;French cruiser Descartes;0.0000;0.0000;9
9;French cruiser, "Pascal";0.0000;0.0000;10
10;French flagship "Vauban";0.0000;0.0000;11
11;French gunboat "Aspic";0.0000;0.0000;2
12;French gunboat "Caravane";0.0000;0.0000;6
13;French gunboat "Lion";0.0000;0.0000;6
14;French gunboat "Surprise";0.0000;0.0000;6
15;H, I. German M’s flagshinp "Kaiser";0.0000;0.0000;21
16;H. B. M;0.0000;0.0000;1
17;H. B. M. S "Pigmy";0.0000;0.0000;4
18;H. B. M. S. "Daphne";0.0000;0.0000;6
19;H. B. M. S. "Esk";0.0000;0.0000;2
20;H. B. M. S. "Humber";0.0000;0.0000;4
21;H. B. M. S. "Linnet";0.0000;0.0000;9
22;H. B. M. S. "Narcissus";0.0000;0.0000;19
23;H. B. M. S. "Peacock";0.0000;0.0000;5
24;H. B. M. S. "Phœnix";0.0000;0.0000;7
25;H. B. M. S. "Plover";0.0000;0.0000;4
26;H. B. M. S. "Rattler";0.0000;0.0000;6
27;H. B. M. S. "Redpole";0.0000;0.0000;4
28;H. B. M. S. "Undaunted";0.0000;0.0000;18
29;H. B. M. despatch vessel "Alacrity";0.0000;0.0000;8
30;H. B. M’s torpedo boat destroyer "Handy";0.0000;0.0000;4
31;H. I. German M. S. "Cormoran";0.0000;0.0000;8
32;H. I. German M. S. "Irene";0.0000;0.0000;16
33;H. I. German M. S. "Prinzess Wilhelm";0.0000;0.0000;14
34;H.B.M. Receiving Ship "Tamar";0.0000;0.0000;1
35;H.B.M. torpedo boat destroyer "Fame";0.0000;0.0000;2
36;H.B.M.S. "Algerine";0.0000;0.0000;6
37;H.B.M.S. "Barfleur";0.0000;0.0000;29
38;H.B.M.S. "Bonaventure";0.0000;0.0000;13
39;H.B.M.S. "Grafton";0.0000;0.0000;21
40;H.B.M.S. "Hermione";0.0000;0.0000;16
41;H.B.M.S. "Iphigenia";0.0000;0.0000;13
42;H.B.M.S. "Powerful";0.0000;0.0000;27
43;H.B.M.S. "Victorious";0.0000;0.0000;26
44;H.B.M.S. "Whiting";0.0000;0.0000;2
45;H.B.M.S. “ Immortalité ”;0.0000;0.0000;23
46;H.I.G.M.S. "Deutschland";0.0000;0.0000;21
47;H.I.G.M.S. "Gefion";0.0000;0.0000;9
48;H.I.M.S. “Kaiserin Augusta”;0.0000;0.0000;17
49;Indo-China steamer "Wosang,";0.0000;0.0000;1
50;M. M. steamer "Tamise,";0.0000;0.0000;2
51;Messageries Mar. steamer "Tibre,";0.0000;0.0000;2
52;Messageries Maritimes steamer "Eridan,";0.0000;0.0000;2
53;Monocacy;0.0000;0.0000;4
54;Olympia;0.0000;0.0000;22
55;P. O. S. N. Co. steamer “ Rohilla,”;0.0000;0.0000;1
56;Petrel;0.0000;0.0000;8
57;Russian battleship "Sissoi Veliky";0.0000;0.0000;2
58;Russian battleship “ Navarin;0.0000;0.0000;2
59;Russian cruiser "Dmitry-Donskoy";0.0000;0.0000;2
60;Russian cruiser "Pamiat Azova";0.0000;0.0000;2
61;Russian cruiser "Rurik";0.0000;0.0000;2
62;Russian cruiser "Vladimir Monomah";0.0000;0.0000;2
63;Russian cruiser "Zabiaka";0.0000;0.0000;2
64;Russian cruiser “ Gaidamak ”;0.0000;0.0000;1
65;Russian cruiser, "Admiral Kormiloff";0.0000;0.0000;2
66;Russian flagship "Rossia";0.0000;0.0000;2
67;Russian gun vessel "Gremiatshy";0.0000;0.0000;2
68;Russian gun vessel "Otvajny";0.0000;0.0000;2
69;Russian gun-vessel, "Mandjour";0.0000;0.0000;2
70;Russian gunvessel "Bobr";0.0000;0.0000;2
71;Russian gunvessel "Koreyetz";0.0000;0.0000;2
72;Russian gunvessel "Sivoutch";0.0000;0.0000;2
73;Russian torpedo cruiser, "Usadenik";0.0000;0.0000;1
74;Russian traming ship, Razboijnik;0.0000;0.0000;1
75;U. S. A. refrigerating ship, "Culgoa";0.0000;0.0000;4
76;U.S.A. collier, "Nanshan";0.0000;0.0000;1
77;U.S.A. cruiser "Boston";0.0000;0.0000;11
78;U.S.A. cruiser “Baltimore”;0.0000;0.0000;13
79;U.S.A. gunboat "Callao";0.0000;0.0000;1
80;U.S.A. gunboat "Manila";0.0000;0.0000;2
81;U.S.A. monitor "Monadnock";0.0000;0.0000;10
82;U.S.A. monitor "Monterey";0.0000;0.0000;11
83;steamer "Amara,";0.0000;0.0000;2
84;steamer "Ask,";0.0000;0.0000;1
85;steamer "Canton,";0.0000;0.0000;2
86;steamer "Changwo";0.0000;0.0000;2
87;steamer "Chi-yuen";0.0000;0.0000;1
88;steamer "Chowfa";0.0000;0.0000;1
89;steamer "Choysang,";0.0000;0.0000;1
90;steamer "Chunsang";0.0000;0.0000;1
